Pos;Artist and Title;SONG NAME;ARTIST NAME;Wks;T10;Pk;(x?);PkStreams;Total;ARTIST URL;TRACK
2656;BLACKPINK†-†Don't Know What To Do;Don't Know What To Do;BLACKPINK;3;;100;;6,862,431;16,399,412;41MozSoPIsD1dJM0CLPjZF;1TaQciB8qqRZ9fxWGhS65X
2657;The Kid LAROI†-†ALWAYS DO;ALWAYS DO;The Kid LAROI;3;;140;;5,728,140;16,396,665;2tIP7SsRs7vjIcLrU85W8J;3QCU8BT0zDS9LPVfEhRFEE
2658;Fetty Wap†-†679;679;Fetty Wap;9;;118;;2,114,136;16,349,433;6PXS4YHDkKvl1wkIl4V8DL;0w3Q3VFdrYzo24QUIGnBNy
2659;Future†-†Mask Off - Remix;Mask Off - Remix;Future;3;;74;;6,621,223;16,339,123;1RyvyyTE3xzB2ZywiAwp0i;6DB2KOEwHnjkgEnBt5SdeJ
2660;Prince Royce†-†El Clavo;El Clavo;Prince Royce;4;;148;;4,485,498;16,310,943;3MHaV05u0io8fQbZ2XPtlC;0LKErfBZ5FbBiLB4OcZRbL
2661;Lil Uzi Vert†-†Prices;Prices;Lil Uzi Vert;2;;53;;11,412,571;16,310,738;4O15NlyKLIASxsJ0PrXPfz;4YcWzLSnGqLjSCycuSMHnn
2662;Twenty One Pilots†-†Nico And The Niners;Nico And The Niners;Twenty One Pilots;3;;79;;6,899,889;16,304,306;3YQKmKGau1PzlVlkL1iodx;6ZIuit0z4eQg77F1RGkp0L
2663;Jason Derulo†-†Lifestyle;Lifestyle;Jason Derulo;3;;128;;6,127,518;16,235,994;07YZf4WDAMNwqr4jfgOZ8y;0osvOdeD3YXZiWkT8MKolJ
2664;Roddy Ricch†-†Tip Toe;Tip Toe;Roddy Ricch;3;;152;;5,607,349;16,217,162;757aE44tKEUQEqRuT6GnEB;6ztvsy3C6hPjVg9j4x1XKJ
2665;BLACKPINK†-†DDU-DU DDU-DU;DDU-DU DDU-DU;BLACKPINK;2;;47;;9,349,579;16,216,437;41MozSoPIsD1dJM0CLPjZF;2aI2k39nfa3KFsa4JclQzw
2666;Taylor Swift†-†happiness;happiness;Taylor Swift;1;;28;;16,213,589;16,213,589;06HL4z0CvFAxyc27GXpf02;73YUReisjb3A9ActdLLjJQ
2667;Nicki Minaj†-†No Frauds;No Frauds;Nicki Minaj;3;;62;;7,656,858;16,202,010;0hCNtLu0JehylgoiP8L4Gh;0WtVtCK5SEFvyyA5V8D9CI
2668;Post Malone†-†Jonestown (Interlude);Jonestown (Interlude);Post Malone;2;;49;;11,226,977;16,196,878;246dkjvS1zLTtiykXe5h60;0R6Jlsq25eZB3Wftpxi3oF
2669;Calvin Harris†-†We Found Love;We Found Love;Calvin Harris;14;;151;;1,542,972;16,192,788;7CajNmpbOovFoOoasH2HaY;0385HqYimoTQaHZP17KwG1
2670;BTS†-†Dionysus;Dionysus;BTS;2;;49;;10,602,014;16,177,886;3Nrfpe0tUJi4K4DXYWgMUX;6JdS5rJvJaRA7B1tcm7kxZ
2671;Eminem†-†In Too Deep;In Too Deep;Eminem;2;;52;;11,348,893;16,172,930;7dGJo4pcD2V6oG8kP0tJRR;7Dj2wqPYXfSRFwa6qyOztr
2672;Justin Bieber†-†Get Used To It;Get Used To It;Justin Bieber;5;;53;;5,085,456;16,090,097;1uNFoZAHBGtllmzznpCI3s;4AMnUGvZUVJgDuY7rOPzUZ
2673;The Weeknd†-†Attention;Attention;The Weeknd;3;;49;;7,509,420;16,073,380;1Xyo4u8uXC1ZmMpatF05PJ;6pDVjCUA3B1vg9waKutAsv
2674;Lil Tjay†-†Headshot;Headshot;Lil Tjay;2;;75;;8,863,674;16,068,805;6jGMq4yGs7aQzuGsMgVgZR;6cQ08IpBxxfGcSKxqE3NmB
2675;Adele†-†Set Fire to the Rain;Set Fire to the Rain;Adele;8;;113;;2,345,531;16,056,838;4dpARuHxo51G3z768sgnrY;3CKCZ9pfwAfoMZlMncA1Nc
2676;Lil Baby†-†Heatin Up;Heatin Up;Lil Baby;2;;65;;10,048,849;16,053,688;5f7VJjfbwm532GiveGC0ZK;7KSSdFCBHCfq4KPzz78ghk
2677;Vince Staples†-†Opps;Opps;Vince Staples;3;;76;;6,817,930;16,030,339;68kEuyFKyqrdQQLLsmiatm;7bUcBztfGqO7cSI2gMZeCI
2678;J. Cole†-†Change;Change;J. Cole;2;;25;;11,446,196;15,966,506;6l3HvQ5sa6mXTsMTB19rO5;3pjUyVbFmM96tYhSaKJwTt
2679;Quavo†-†PASS OUT;PASS OUT;Quavo;2;;37;;10,881,651;15,965,165;0VRj0yCOv2FXJNP47XQnx5;3edzl4zvKFi0D3iuF6cs2f
2680;Drake†-†U With Me?;U With Me?;Drake;5;;69;;4,833,246;15,960,883;3TVXtAsR1Inumwj472S9r4;4MSjMv3kpbLEeyGfIh52qH
2681;Camila Cabello†-†Living Proof;Living Proof;Camila Cabello;3;;101;;6,163,667;15,958,828;4nDoRrQiYLoBzwC5BhVJzF;1jg9clsGCDqOumfS0X5xm9
2682;Travis Scott†-†WHO? WHAT!;WHO? WHAT!;Travis Scott;2;;46;;11,340,465;15,957,134;0Y5tJX1MQlPlqiwlOH1tJY;4KYS9GK68yeuUJ8vJfPxrq
2683;Justin Bieber†-†We Are;We Are;Justin Bieber;5;;56;;5,052,626;15,953,678;1uNFoZAHBGtllmzznpCI3s;1m6FkAtWVloxIRHKl7pBDP
2684;J. Cole†-†Window Pain - Outro;Window Pain - Outro;J. Cole;2;;45;;11,602,946;15,930,861;6l3HvQ5sa6mXTsMTB19rO5;5Lgqu1th1KqlG97OF2gWGe
2685;Ariana Grande†-†my hair;my hair;Ariana Grande;2;;49;;11,028,985;15,925,506;66CXWjxzNUsdJxJ2JdwvnR;6u7gmPOz7pzzaeR9xSBpsR
2686;Travis Scott†-†SKELETONS;SKELETONS;Travis Scott;2;;43;;11,747,130;15,918,390;0Y5tJX1MQlPlqiwlOH1tJY;6NMtzpDQBTOfJwMzgMX0zl
2687;Ozuna†-†FantasÌa;Fantas√≠a;Ozuna;3;;91;;6,692,952;15,895,668;1i8SpTcr7yvPOmcqrbnVXY;40rXWke6SnXiGkSmaT8ZUr
2688;Chris Brown†-†New Flame;New Flame;Chris Brown;13;;94;;1,673,577;15,857,850;7bXgB6jMjp9ATFy66eO08Z;3nw9J97nUugT84SIJdjhAV
2689;One Direction†-†What a Feeling;What a Feeling;One Direction;5;;37;;6,472,838;15,853,276;4AK6F7OLvEQ5QYCBNiQWHq;0iSWAT0EL8TwmzcgBjKMh6
2690;Colbie Caillat†-†Try;Try;Colbie Caillat;13;;100;;1,480,152;15,833,078;6aZyMrc4doVtZyKNilOmwu;7rWq6WfZNwilZgRvZUw6CQ
2691;Hozier†-†Almost (Sweet Music);Almost (Sweet Music);Hozier;3;;133;;5,567,308;15,686,930;2FXC3k01G6Gw61bmprjgqS;6UTmrvq4nRmx1iQ6iMd1FD
2692;Bonez MC†-†Kokain;Kokain;Bonez MC;3;;91;;6,492,645;15,681,347;1aS5tqEs9ci5P9KD9tZWa6;4Bj3usjRTckEJARO0dLbDf
2693;Kawe†-†Mds;Mds;Kawe;3;;162;;5,339,710;15,646,619;1TYJOhNSxMOODWiDVhuyZb;0QglpM23kl9ldvVdoYNZwF
2694;Hugo & Guilherme†-†CoraÁ„o Na Cama;Cora√ß√£o Na Cama;Hugo & Guilherme;3;;181;;5,251,540;15,599,730;1LIuN7ov1IBQDdLsU83ojl;2nZj5YymF54qhAu7RneVP6
2695;Daddy Yankee†-†SÌgueme Y Te Sigo;S√≠gueme Y Te Sigo;Daddy Yankee;15;;171;;1,567,214;15,582,379;4VMYDCV2IEDYJArk749S6m;1ClQpnPU9M6mQpXGvhGPvQ
2696;21 Savage†-†Glock In My Lap;Glock In My Lap;21 Savage;2;;53;;10,620,418;15,568,011;1URnnhqYAYcrqrcwql10ft;6pcywuOeGGWeOQzdUyti6k
2697;Tyler, The Creator†-†RUNNING OUT OF TIME;RUNNING OUT OF TIME;Tyler, The Creator;2;;44;;10,704,742;15,561,690;4V8LLVI7PbaPR0K2TGSxFF;5QvBXUm5MglLJ3iBfTX2Wo
2698;Eminem†-†Em Calls Paul - Skit;Em Calls Paul - Skit;Eminem;2;;45;;11,199,609;15,551,002;7dGJo4pcD2V6oG8kP0tJRR;6B3zy3LOKHndqsviCr2z15
2699;Kanye West†-†FML;FML;Kanye West;5;;59;;4,604,314;15,541,491;5K4W6rqBFWDnAN6FQUkS6x;34kRg5EbCB3r20QXZbnGeY
2700;Billie Eilish†-†goodbye;goodbye;Billie Eilish;2;;52;;10,129,260;15,530,819;6qqNVTkY8uBg9cP3Jd7DAH;3LgWsmilsrWXiPYQFRD0T7
2701;Lil Nas X†-†Old Town Road - Remix;Old Town Road - Remix;Lil Nas X;2;;68;;8,544,359;15,525,284;7jVv8c5Fj3E9VhNjxT4snq;6jmZlyf9DxcIoRrjw02YXm
2702;Paulo Londra†-†Forever Alone;Forever Alone;Paulo Londra;3;;149;;5,342,813;15,523,151;3vQ0GE3mI0dAaxIMYe5g7z;5NPzbTzFxIQPaheZuPhn4f
2703;Justin Bieber†-†Die For You;Die For You;Justin Bieber;2;;57;;10,167,809;15,491,221;1uNFoZAHBGtllmzznpCI3s;7aely3H8kMj9o0gt6vXHE1
2704;Travis Scott†-†ASTROTHUNDER;ASTROTHUNDER;Travis Scott;2;;47;;11,169,732;15,486,848;0Y5tJX1MQlPlqiwlOH1tJY;4MXhiYIRDMGAuvZc5IFTwC
2705;Hippie Sabotage†-†Devil Eyes;Devil Eyes;Hippie Sabotage;3;;182;;5,238,005;15,486,045;4dM6NDYSfLcspt8GLoT5aE;7MiZjKawmXTsTNePyTfPyL
2706;The Weeknd†-†Stargirl Interlude;Stargirl Interlude;The Weeknd;3;;42;;7,870,245;15,484,099;1Xyo4u8uXC1ZmMpatF05PJ;4EDijkJdHBZZ0GwJ12iTAj
2707;Lauv†-†Drugs & The Internet;Drugs & The Internet;Lauv;3;;104;;6,157,312;15,479,474;5JZ7CnR6gTvEMKX4g70Amv;4SHhui9S7lFYGHXikfneGo
2708;Mike Perry†-†Inside the Lines;Inside the Lines;Mike Perry;6;;145;;2,857,771;15,476,953;6lB8vOoI4DRrrVxXwuV19c;3qaYuV5XZAwiOvGE91HhwS
2709;Ghost Town DJs†-†My Boo - Hitman's Club Mix;My Boo - Hitman's Club Mix;Ghost Town DJs;6;;110;;2,913,184;15,433,697;4JbmXqez7WvTggoxn3UpVT;4c0rkFPszqQTyC753tsCMU
2710;Summer Walker†-†Playing Games;Playing Games;Summer Walker;3;;115;;5,870,206;15,406,864;57LYzLEk2LcFghVwuWbcuS;2xyx0o4xNOLLjBSbOOdcbA
2711;Maite Perroni†-†Loca;Loca;Maite Perroni;5;;186;;3,100,654;15,404,365;6ModsWtBph2rE6zCTVxvZt;05ZXXyeZFhZtA6DAP3Aw7x
2712;RedOne†-†Don't You Need Somebody;Don't You Need Somebody;RedOne;7;;164;;2,290,946;15,403,752;6O9WquDfQTxGRZqZUXVEQx;1TPUbLdzpfgF7wrPEXIAAB
2713;BeyoncÈ†-†XO;XO;Beyonc√©;10;;34;;1,914,219;15,343,891;6vWDO969PvNqNYHIOW5v0m;04cxAqa9ZgLwvEskosNVsB
2714;Dj Kass†-†Scooby Doo Pa Pa;Scooby Doo Pa Pa;Dj Kass;3;;117;;5,461,917;15,329,711;431Pb5EV8KsCBGTw96ZTQ4;1xndOD8CreR5ctkOv5G1LN
2715;Justin Bieber†-†Loved By You;Loved By You;Justin Bieber;2;;61;;9,899,111;15,318,151;1uNFoZAHBGtllmzznpCI3s;2tB9OFgAHjAds3cqquLlvp
2716;KIDS SEE GHOSTS†-†4th Dimension;4th Dimension;KIDS SEE GHOSTS;2;;40;;10,673,015;15,317,236;2hPgGN4uhvXAxiXQBIXOmE;6JyEh4kl9DLwmSAoNDRn5b
2717;The Weeknd†-†Love To Lay;Love To Lay;The Weeknd;3;;48;;7,511,603;15,304,234;1Xyo4u8uXC1ZmMpatF05PJ;27BgDmciSjoxTG0almHTpZ
2718;DJ Snake†-†Selfish Love;Selfish Love;DJ Snake;2;;56;;9,265,541;15,286,326;540vIaP2JwjQb9dm3aArA4;3XoflnowYPFRPOh3uFvHcm
2719;Rich Gang†-†Lifestyle;Lifestyle;Rich Gang;12;;104;;1,458,987;15,275,198;6h2J3dxLnTyURwIUBumKog;7DTlsMOQjGysXHpwwpHuPl
2720;The Weeknd†-†Nothing Without You;Nothing Without You;The Weeknd;3;;45;;7,607,452;15,253,033;1Xyo4u8uXC1ZmMpatF05PJ;57qiTKh8bVX0VtfUNTQqhw
2721;Gabriel Diniz†-†Jenifer;Jenifer;Gabriel Diniz;3;;106;;6,196,720;15,225,757;3WQ1s2QFvL6crxBvrVhwzj;7wMAgaPiKzTNxpDWu2BPfk
2722;AC/DC†-†Highway to Hell;#VALEUR!;A;4;;152;;5,096,618;15,218,854;711MCceyCBcFnzjGY4Q7Un;2zYzyRzz6pRmhPzyfMEC8s
2723;Anita Kerr Singers†-†Jingle Bell Rock;Jingle Bell Rock;Anita Kerr Singers;3;;88;;6,194,483;15,205,861;0vbEs3DgphJ2RGZqh4qFLT;4IdXngKo4g5exqZ0fQTecu
2724;Lil Pump†-†Drug Addicts;Drug Addicts;Lil Pump;3;;102;;5,938,164;15,205,734;3wyVrVrFCkukjdVIdirGVY;6tpHfEM8eaETzlPOARYWfZ
2725;Lauv†-†Easy Love;Easy Love;Lauv;4;;136;;4,189,508;15,194,738;5JZ7CnR6gTvEMKX4g70Amv;2ZE3DJuizYTad2S4CvRRhK
2726;Martin Tungevaag†-†Samsara 2015;Samsara 2015;Martin Tungevaag;11;;105;;1,804,794;15,189,671;46mGxneffUCmDhMU1m6zYu;5tZeGPDLhJqxJES1RL5RTb
2727;Karol G†-†Follow;Follow;Karol G;3;;128;;5,447,151;15,149,634;790FomKkXshlbRYZFtlgla;2w1rq80FIrbxeJy9WYURxw
2728;BTS†-†My Time;My Time;BTS;2;;58;;9,934,338;15,146,391;3Nrfpe0tUJi4K4DXYWgMUX;4vTgx6h4seHvkuFh84JXYP
2729;Afrojack†-†SummerThing!;SummerThing!;Afrojack;10;;114;;1,918,482;15,127,973;4D75GcNG95ebPtNvoNVXhz;13uW9hmN28qYQqoPykMB5d
2730;Russ†-†What They Want;What They Want;Russ;6;;152;;2,755,600;15,123,744;1z7b1Pr1rSlvWRzsW3HOrS;3aWhZ1zeqy1kdjXiyMh22T
2731;KIDS SEE GHOSTS†-†Feel The Love;Feel The Love;KIDS SEE GHOSTS;2;;39;;10,791,284;15,110,834;2hPgGN4uhvXAxiXQBIXOmE;3aUFrxO1B8EW63QchEl3wX
2732;BTS†-†Jamais Vu;Jamais Vu;BTS;2;;51;;10,441,199;15,110,180;3Nrfpe0tUJi4K4DXYWgMUX;0eeeyCAGnGZInPtpkdYiPa
2733;J. Cole†-†For Whom The Bell Tolls;For Whom The Bell Tolls;J. Cole;2;;26;;11,244,979;15,103,170;6l3HvQ5sa6mXTsMTB19rO5;3MWlVSkoLS1e66nlZ2tuWJ
2734;Miley Cyrus†-†Angels Like You;Angels Like You;Miley Cyrus;2;;86;;9,210,684;15,094,905;5YGY8feqx7naU7z4HrwZM6;1daDRI9ahBonbWD8YcxOIB
2735;Sido†-†2002;2002;Sido;3;;112;;5,949,733;15,034,086;4Yttlv9ndGjCDCVLqM7ACq;2u8AXJyk8pICzj2wyPBL0b
2736;Sigala†-†Give Me Your Love;Give Me Your Love;Sigala;7;;175;;2,264,937;15,002,047;1IueXOQyABrMOprrzwQJWN;4CWZOyb9YHIH06yfsvY6k1
2737;Maluma†-†ADMV;ADMV;Maluma;3;;152;;5,183,312;14,962,473;1r4hJ1h58CWwUQe3MxPuau;4j3iq13kHs5PB94jdTp3Y3
2738;Drake†-†Final Fantasy;Final Fantasy;Drake;2;;55;;10,460,366;14,951,150;3TVXtAsR1Inumwj472S9r4;7ijJ5crvsnCvCLJbHpyq3j
2739;David Guetta†-†What I Did for Love;What I Did for Love;David Guetta;11;;117;;1,748,972;14,934,853;1Cs0zKBU1kc0i8ypK3B9ai;1YRjRHdl0aEtzHEn1uGi8k
2740;Nicki Minaj†-†Barbie Tingz;Barbie Tingz;Nicki Minaj;2;;45;;9,712,770;14,902,272;0hCNtLu0JehylgoiP8L4Gh;2qsQ8eVDPmobZpvDxQCVQu
2741;Kane Brown†-†What Ifs;What Ifs;Kane Brown;4;;146;;4,028,775;14,896,115;3oSJ7TBVCWMDMiYjXNiCKE;7zVCrzzEJU7u24sbJPXA5W
2742;Alessia Cara†-†Out Of Love;Out Of Love;Alessia Cara;3;;152;;5,029,681;14,894,640;2wUjUUtkb5lvLKcGKsKqsR;4WzhjxvLP95y7AMDy0Atwb
2743;Drake†-†March 14;March 14;Drake;2;;54;;10,659,186;14,876,145;3TVXtAsR1Inumwj472S9r4;40IiSjljbAhrSbdJ3HxSfH
2744;Roddy Ricch†-†Start Wit Me;Start Wit Me;Roddy Ricch;3;;182;;5,129,252;14,872,778;757aE44tKEUQEqRuT6GnEB;7A20WnLkjtZU2d7hIB6Ziu
2745;Fall Out Boy†-†The Last Of The Real Ones;The Last Of The Real Ones;Fall Out Boy;4;;143;;4,068,904;14,861,124;4UXqAaa6dQYAk18Lv7PEgX;7cQMJ0wDqVS5iM0JIvP6Ay
2746;Megan Thee Stallion†-†Cry Baby;Cry Baby;Megan Thee Stallion;3;;174;;5,046,852;14,842,473;181bsRPaVXVlUKXrxwZfHK;4aarlAfLKVCTxUDNgbwhjH
2747;Taylor Swift†-†Afterglow;Afterglow;Taylor Swift;2;;50;;9,957,578;14,836,821;06HL4z0CvFAxyc27GXpf02;1SymEzIT3H8UZfibCs3TYi
2748;Juice WRLD†-†Empty;Empty;Juice WRLD;2;;59;;9,182,246;14,825,942;4MCBfE4596Uoi2O4DtmEMz;41MCdlvXOl62B7Kv86Bb1v
2749;The Weeknd†-†Ordinary Life;Ordinary Life;The Weeknd;3;;55;;6,907,408;14,808,391;1Xyo4u8uXC1ZmMpatF05PJ;15k2nBQJ0teDmPZHrOXL2N
2750;Ariana Grande†-†R.E.M;R.E.M;Ariana Grande;2;;45;;9,833,151;14,786,362;66CXWjxzNUsdJxJ2JdwvnR;1xWH8zYtDeS9mW1JJG23VZ
2751;Otto Knows†-†Dying for You;Dying for You;Otto Knows;8;;163;;1,941,014;14,783,665;5fahUm8t5c0GIdeTq0ZaG8;59A6lBd9QmcD8rQTZPj1xD
2752;Travis Scott†-†HOUSTONFORNICATION;HOUSTONFORNICATION;Travis Scott;2;;52;;10,300,311;14,741,926;0Y5tJX1MQlPlqiwlOH1tJY;58TaFP5j5i9swOf584yon2
2753;Michael BublÈ†-†Cold December Night;Cold December Night;Michael Bubl√©;5;;131;;5,632,418;14,730,776;1GxkXlMwML1oSg5eLPiAz3;4FPrAERfkPKOBKrRoyuxLu
2754;Drake†-†Demons;Demons;Drake;2;;49;;9,935,989;14,702,818;3TVXtAsR1Inumwj472S9r4;05aZ9sAU1YXndHv0FMi9iW
2755;Boney M.†-†Mary's Boy Child / Oh My Lord;Mary's Boy Child;Boney M.;4;;175;;5,781,047;14,702,118;54R6Y0I7jGUCveDTtI21nb;2qqZ5fOGuNvYVzgPFDLQ4l
2756;Ariana Grande†-†obvious;obvious;Ariana Grande;2;;59;;9,836,943;14,702,027;66CXWjxzNUsdJxJ2JdwvnR;0q85C1JiECyYIQthz1posA
2757;C. Tangana†-†No Te DebÌ Besar;No Te Deb√≠ Besar;C. Tangana;3;;150;;5,238,187;14,670,135;5TYxZTjIPqKM8K8NuP9woO;1KdwnsWOvhM53vezy5ROuf
2758;6ix9ine†-†GOTTI;GOTTI;6ix9ine;3;;124;;5,475,883;14,657,835;7gZfnEnfiaHzxARJ2LeXrf;27oFpFktCq9JIXjJQRuv7a
2759;Tyler, The Creator†-†NEW MAGIC WAND;NEW MAGIC WAND;Tyler, The Creator;2;;54;;10,108,040;14,652,137;4V8LLVI7PbaPR0K2TGSxFF;0fv2KH6hac06J86hBUTcSf
2760;Charlie Puth†-†I Warned Myself;I Warned Myself;Charlie Puth;3;;156;;5,316,743;14,632,075;6VuMaDnrHyPL1p4EHjYLi7;3707IBa4HnS3zDDoWfeUBl
2761;Milky Chance†-†Cocoon;Cocoon;Milky Chance;5;;165;;3,050,170;14,608,663;1hzfo8twXdOegF3xireCYs;2v06ZOVTUrUoBNKOCqS22m
2762;Camila Cabello†-†Cry for Me;Cry for Me;Camila Cabello;2;;57;;8,248,479;14,597,392;4nDoRrQiYLoBzwC5BhVJzF;40nPimvmG05WYS7983bawZ
2763;Capital Bra†-†Neymar;Neymar;Capital Bra;3;;122;;5,484,425;14,596,587;4WZGDpNwrC0vNQyl9QzF7d;7ecGSqT8Ulbzhs5QwgWGVN
2764;Sia†-†Helium;Helium;Sia;4;;138;;4,013,649;14,553,531;5WUlDfRSoLAfcVSX1WnrxN;5fc6rQgAKiLutfUYWQ6QnJ
2765;Karol G†-†Punto G;Punto G;Karol G;3;;136;;5,417,168;14,520,988;790FomKkXshlbRYZFtlgla;2E82gORVSA7UMEz5M1IP3b
2766;Taylor Swift†-†ivy;ivy;Taylor Swift;1;;34;;14,519,547;14,519,547;06HL4z0CvFAxyc27GXpf02;19CSr8rwW05VJL2F91KFNK
2767;Lil Baby†-†Emotionally Scarred;Emotionally Scarred;Lil Baby;3;;142;;5,120,295;14,506,093;5f7VJjfbwm532GiveGC0ZK;7ge7BHazYbVKi8qyZUX1Bm
2768;James Arthur†-†Empty Space;Empty Space;James Arthur;3;;144;;5,072,633;14,496,255;4IWBUUAFIplrNtaOHcJPRM;1uru26I2JKd2mQZt0MDCUe
2769;YBN Nahmir†-†Rubbin Off The Paint;Rubbin Off The Paint;YBN Nahmir;4;;173;;3,983,619;14,479,494;3gGUMEwIX6XodWsYEvKSal;1QRJb5VY3sIkCKcTuIKCrk
2770;Taylor Swift†-†dorothea;dorothea;Taylor Swift;1;;38;;14,392,788;14,392,788;06HL4z0CvFAxyc27GXpf02;3w9VRlKPvNxj40RdUGRweH
2771;Taylor Swift†-†coney island;coney island;Taylor Swift;1;;39;;14,385,703;14,385,703;06HL4z0CvFAxyc27GXpf02;4tyX1rw9X309WkEdh2As4B
2772;Khalid†-†Don't Pretend;Don't Pretend;Khalid;2;;60;;9,519,434;14,375,957;6LuN9FCkKOj5PcnpouEgny;1E6DEDWDKHoOW0fcFuDghV
2773;J. Cole†-†She's Mine Pt. 1;She's Mine Pt. 1;J. Cole;2;;29;;10,553,761;14,347,606;6l3HvQ5sa6mXTsMTB19rO5;0HtOJj7Kl74s1Ngf3MWeif
2774;Young Thug†-†Sin;Sin;Young Thug;3;;138;;5,310,991;14,344,950;50co4Is1HCEo8bhOyUWKpn;1Jl21sidRpEdlVBvYbssLx
2775;Charli XCX†-†Boys;Boys;Charli XCX;4;;113;;4,286,210;14,343,241;25uiPmTg16RbhZWAqwLBy5;5o4yGlG0PfeVUa6ClIyOxq
2776;R3HAB†-†I Just Can't;I Just Can't;R3HAB;4;;160;;3,744,346;14,324,209;6cEuCEZu7PAE9ZSzLLc2oQ;3gfmFoJgmn9LiIj5mV8oSS
2777;J. Cole†-†Ville Mentality;Ville Mentality;J. Cole;2;;30;;10,551,766;14,301,738;6l3HvQ5sa6mXTsMTB19rO5;2z3joGXrdGL2iEjIKQTiN1
2778;Pop Smoke†-†Gangstas;Gangstas;Pop Smoke;2;;53;;9,183,170;14,287,592;0eDvMgVFoNV3TpwtrVCoTj;1hg3RlqFZXJb5YgRoK9qmF
2779;347aidan†-†Dancing in My Room;Dancing in My Room;347aidan;3;;190;;4,914,093;14,275,400;0bBz5bRBkExaej2HxtVfCw;6Pgmqg15yVexuOgtzuxwoX
2780;Taylor Swift†-†False God;False God;Taylor Swift;2;;52;;9,734,393;14,264,572;06HL4z0CvFAxyc27GXpf02;5hQSXkFgbxjZo9uCwd11so
2781;Internet Money†-†Somebody;Somebody;Internet Money;3;;157;;4,916,477;14,263,007;6MPCFvOQv5cIGfw3jODMF0;735RSTb2xbtWbDtKD9XDYi
2782;Dean Lewis†-†7 Minutes;7 Minutes;Dean Lewis;3;;164;;5,133,614;14,238,113;3QSQFmccmX81fWCUSPTS7y;2BkyYZmU4JuWW2sYi9EzpC
2783;Bad Bunny†-†P FKN R;P FKN R;Bad Bunny;2;;99;;8,195,948;14,237,075;4q3ewBCX7sLwd24euuV69X;0fgsKar6uBO08vzHXkTjWi
2784;The Weeknd†-†Prisoner;Prisoner;The Weeknd;6;;57;;3,965,471;14,236,903;1Xyo4u8uXC1ZmMpatF05PJ;2PUQu6RlN3DDJOoJ26JW8u
2785;Ariana Grande†-†the light is coming;the light is coming;Ariana Grande;2;;65;;7,608,335;14,228,291;66CXWjxzNUsdJxJ2JdwvnR;0sdbFOyfgAhAhWq8DpzkaW
2786;5 Seconds of Summer†-†No Shame;No Shame;5 Seconds of Summer;2;;67;;8,367,932;14,203,192;5Rl15oVamLq7FbSb0NNBNy;5JSVa5i6lFPoyOzK4gj0Ox
2787;Naomi Scott†-†Speechless (Full);Speechless (Full);Naomi Scott;3;;166;;4,823,213;14,147,192;2Zi3RrdQqk63Xj0914STkS;3BBahK6YhmPosOymF45cMu
2788;Capital Bra†-†Wir ticken;Wir ticken;Capital Bra;2;;67;;8,312,433;14,135,864;4WZGDpNwrC0vNQyl9QzF7d;1ag6DENIjtcmRFCx5JjUng
2789;El Alfa†-†Singapur;Singapur;El Alfa;3;;179;;4,750,473;14,088,650;2oQX8QiMXOyuqbcZEFsZfm;4QfZYDhGZc0T2RDvGiI69E
2790;Iggy Azalea†-†Beg For It;Beg For It;Iggy Azalea;10;;103;;1,696,530;14,053,479;5yG7ZAZafVaAlMTeBybKAL;7MQREx2p9bXdqm8WTGVkGI
2791;One Direction†-†If I Could Fly;If I Could Fly;One Direction;4;;40;;6,299,535;14,027,096;4AK6F7OLvEQ5QYCBNiQWHq;5CRVwXGikmqzoRO6q7FeAg
2792;Meghan Trainor†-†No Good For You;No Good For You;Meghan Trainor;7;;73;;2,524,721;14,022,729;6JL8zeS1NmiOftqZTRgdTz;5lOK3NCvbvgK6cohyTTQ4Z
2793;Coldplay†-†Fix You;Fix You;Coldplay;14;;165;;1,815,481;13,983,693;4gzpq5DPGxSnKTe4SA8HAU;7LVHVU3tWfcxj5aiPFEW4Q
2794;Justin Bieber†-†Trust;Trust;Justin Bieber;5;;68;;4,460,408;13,930,831;1uNFoZAHBGtllmzznpCI3s;00IH8ZjI9ZGB51WRX1Oesj
2795;Marshmello†-†Project Dreams;Project Dreams;Marshmello;3;;153;;4,870,852;13,922,154;64KEffDW9EtZ1y2vBYgq8T;6GSkLS2y4ZnnZsuRAj975K
2796;Panic! At The Disco†-†Say Amen (Saturday Night);Say Amen (Saturday Night);Panic! At The Disco;3;;109;;5,428,071;13,912,659;20JZFwl6HVl6yg8a4H3ZqK;4qSsjDGXplb6422X2INvFW
2797;Lil Wayne†-†I Do It (ft. Big Sean, Lil Baby);I Do It (ft. Big Sean, Lil Baby);Lil Wayne;2;;70;;8,276,505;13,837,710;55Aa2cqylxrFIXC767Z865;1bRO28yzxgO3y3UmNR29TZ
2798;Trippie Redd†-†6 Kiss;6 Kiss;Trippie Redd;2;;58;;8,279,539;13,824,212;6Xgp2XMz1fhVYe7i6yNAax;7tgjDlQsMR8RvkdlNCJA58
2799;Kid Cudi†-†The Adventures of Moon Man & Slim Shady;The Adventures of Moon Man & Slim Shady;Kid Cudi;2;;67;;9,181,893;13,821,822;0fA0VVWsXO9YnASrzqfmYu;38iBrrbbXyWaSPkmuDNgjZ
